Wavelength_microns Throughput
2.691653026 0.48087731679829987
2.693004257 0.4786979945742259
2.694355489 0.4781183700009127
2.69570672 0.4787506505117296
2.697057952 0.47965791784807243
2.6984091830000003 0.4799151981487538
2.699760414 0.48046539128132104
2.7011116459999998 0.4800087118227215
2.702462877 0.48050320409931063
2.703814109 0.48119994558374796
2.70516534 0.4814758961795683
2.706516572 0.481757547583044
2.707867803 0.4815055627703643
2.7092190350000003 0.4808614286146061
2.7105702660000004 0.4802826205805404
2.7119214969999996 0.4818700474725086
2.713272729 0.48369652004867625
2.71462396 0.4838976240379835
2.7159751919999997 0.48437142118887383
2.717326423 0.4844751247427846
2.718677655 0.4849157252703979
2.720028886 0.4828465761247775
2.7213801170000003 0.4844279840154479
2.722731349 0.48703198744934295
2.7240825799999997 0.48523987778007305
2.7254338120000003 0.48643364316173554
2.726785043 0.48839464017269885
2.7281362749999998 0.48925448308204883
2.729487506 0.48970357495044087
2.730838738 0.4899911815485384
2.732189969 0.4902664005763279
2.7335412000000003 0.4898320410028909
2.734892432 0.4886445911339575
2.736243663 0.48988939170538576
2.737594895 0.48979623854972487
2.7389461259999996 0.4878755828840498
2.740297358 0.4874516108120899
2.741648589 0.48884614216500594
2.7429998209999997 0.4902819763037257
2.744351052 0.49044171239623124
2.745702283 0.4898676566437643
2.747053515 0.4897632827200005
2.7484047460000003 0.48954827504679427
2.749755978 0.4894470748823752
2.7511072089999997 0.4881067831821358
2.7524584410000004 0.48673970311027914
2.753809672 0.4848103798604148
2.755160903 0.48146324909766086
2.756512135 0.48129752502660533
2.757863366 0.4815735819675953
2.7592145980000002 0.48085712542598913
2.760565829 0.48009323875778287
2.761917061 0.47754443153901677
2.7632682920000002 0.4769803381069435
2.764619524 0.4775258526024447
2.7659707549999997 0.47751038264613055
2.767321986 0.47635617381626794
2.768673218 0.4766436105344838
2.770024449 0.4764671268174744
2.771375681 0.47616625595754675
2.772726912 0.47708168345051377
2.774078144 0.47793165580338964
2.7754293750000003 0.4780182210052033
2.776780606 0.47790986023381526
2.7781318379999997 0.4785867483847688
2.779483069 0.47967883500069985
2.780834301 0.4796139845880766
2.782185532 0.4801682108200959
2.783536764 0.4810717809127204
2.784887995 0.4818315748302582
2.786239227 0.48111022758326244
2.787590458 0.48165592266082236
2.788941689 0.48322016864761136
2.7902929210000003 0.4843192374100988
2.791644152 0.48483457696665544
2.7929953839999997 0.4856389355788184
2.794346615 0.48634150754379213
2.795697847 0.486826608621337
2.797049078 0.48767374763368204
2.7984003090000003 0.4887689730754023
2.799751541 0.4894661800048426
2.801102772 0.4896862196004424
2.8024540040000003 0.48936661123351644
2.803805235 0.49002839304270096
2.8051564669999998 0.49072377324974786
2.806507698 0.4915476246560976
2.80785893 0.4920392279333069
2.8092101609999998 0.4922521326967107
2.810561392 0.4922204458101404
2.811912624 0.4925031486390388
2.813263855 0.4926515489349231
2.814615087 0.49226338323432445
2.8159663179999996 0.4922665405781725
2.8173175500000003 0.4924462866922163
2.818668781 0.4925925289991999
2.8200200129999997 0.49206770244847076
2.821371244 0.4921149270976355
2.822722475 0.49217057355916094
2.824073707 0.4920718911873686
2.8254249380000003 0.4918463020206341
2.82677617 0.4915556712630284
2.828127401 0.4913344246309304
2.8294786330000004 0.4911892173327788
2.830829864 0.4908878089506029
2.8321810949999997 0.4904855640972512
2.833532327 0.4900346009647404
2.834883558 0.48970721866402384
2.83623479 0.4893398574553453
2.837586021 0.4886103623033808
2.838937253 0.48843017722807996
2.8402884840000002 0.4884619565432929
2.841639716 0.4886398987118214
2.8429909469999997 0.4884673191297098
2.8443421779999998 0.4883238614533996
2.84569341 0.48818168796119954
2.847044641 0.48801396881158404
2.848395873 0.48781829242224445
2.849747104 0.4876969899626053
2.851098336 0.48751552368262857
2.8524495670000003 0.4871341972466508
2.8538007980000004 0.4866126558753136
2.85515203 0.48630450609218906
2.856503261 0.4861329940816261
2.8578544929999996 0.48588278429514786
2.8592057239999997 0.4855389030763589
2.860556956 0.48494128183454754
2.861908187 0.48457545076164066
2.863259419 0.4844428085680417
2.86461065 0.4846336784986929
2.865961881 0.48462961648682285
2.8673131130000002 0.48444031099465157
2.868664344 0.48434092986333693
2.8700155759999997 0.4841269442571688
2.871366807 0.4838884306999775
2.872718039 0.4837886449212262
2.87406927 0.48371360683764403
2.8754205010000002 0.4835526288665462
2.876771733 0.4833091317321976
2.878122964 0.48309128720235894
2.8794741960000003 0.4828715648799599
2.8808254270000004 0.48262416654327317
2.882176659 0.4823726613746511
2.88352789 0.48203334413427473
2.8848791219999996 0.48169872572314804
2.8862303529999997 0.4807914270703393
2.887581584 0.4804166165341097
2.888932816 0.4800588022232007
2.890284047 0.47970820209599474
2.891635279 0.4794507263439046
2.89298651 0.4796852585244766
2.8943377420000003 0.47942328968700315
2.895688973 0.47911931688152054
2.8970402049999997 0.4788307508053603
2.898391436 0.47853436922155157
2.899742667 0.4780955730664449
2.901093899 0.4775920668841173
2.9024451300000003 0.4772708665004586
2.903796362 0.47684581334335147
2.905147593 0.4763767903821524
2.9064988250000003 0.47598292877326387
2.907850056 0.4755616894916869
2.9092012869999997 0.47512828556285935
2.910552519 0.4744184012388937
2.91190375 0.4737897987382885
2.9132549819999998 0.4734063353559449
2.914606213 0.47307733261488166
2.915957445 0.4727541573307802
2.917308676 0.4724063778222424
2.918659908 0.4720680567771401
2.920011139 0.47177454868530644
2.9213623699999998 0.4712268072786995
2.922713602 0.47067307194906777
2.924064833 0.4701896481148855
2.925416065 0.4697483502312972
2.926767296 0.4696956856147636
2.928118528 0.4693180733453486
2.9294697590000003 0.4688325293711854
2.93082099 0.46825208732919776
2.932172222 0.4676369760304533
2.933523453 0.46701755933844646
2.934874685 0.46635795767428234
2.9362259159999997 0.4657176885046326
2.937577148 0.46476249024612903
2.938928379 0.46391235977622153
2.940279611 0.4632832730293462
2.941630842 0.4626881196147575
2.942982073 0.4620295941748951
2.9443333050000002 0.4619735773212586
2.9456845360000004 0.4613908464700162
2.947035768 0.4607512658061986
2.948386999 0.46018317091495026
2.949738231 0.4595480736042845
2.951089462 0.4592044215949649
2.952440694 0.45834187189041636
2.953791925 0.457481163540096
2.955143156 0.45664235031989076
2.956494388 0.45581537348651024
2.957845619 0.45497954534606805
2.959196851 0.4541273689160135
2.960548082 0.4532996407077488
2.9618993139999996 0.45244463671254687
2.9632505449999997 0.4516046375115653
2.964601776 0.4507775941641774
2.965953008 0.4499940547613797
2.967304239 0.4492155240269226
2.968655471 0.44841130972168
2.970006702 0.44760940158444384
2.9713579340000003 0.4468870905270071
2.9727091650000004 0.4462361018435872
2.974060397 0.4455896072561585
2.975411628 0.44540722767309004
2.976762859 0.44539226628743434
2.978114091 0.4447917668369717
2.979465322 0.4442157081740309
2.980816554 0.44352569015285803
2.982167785 0.4427652578644376
2.983519017 0.4420404562125527
2.984870248 0.44132590489213186
2.9862214789999997 0.440579932490292
2.987572711 0.43988061010065316
2.988923942 0.4396389766423872
2.9902751739999998 0.4391020753638119
2.991626405 0.4386722697200722
2.992977637 0.4382851121422241
2.994328868 0.4379214889502427
2.9956801 0.43754734003320084
2.997031331 0.4371550883417518
2.9983825619999998 0.43679905243434014
2.9997337940000004 0.43649461503667153
3.001085025 0.43595143684370613
3.002436257 0.4357359004719663
3.003787488 0.43510243904017226
3.0051387199999997 0.43446244511438203
3.006489951 0.4340531831963618
3.007841182 0.43365558635070384
3.009192414 0.4329884359298699
3.0105436450000003 0.432477811102515
3.011894877 0.43213355412743926
3.0132461079999997 0.4317699267490915
3.01459734 0.43138965044680233
3.015948571 0.4309727844473031
3.017299803 0.43053656194704365
3.018651034 0.4300923707585138
3.020002265 0.4296507385104059
3.021353497 0.42893843052841535
3.0227047280000003 0.42820238344035155
3.02405596 0.42745804373460483
3.0254071909999998 0.4266851746599923
3.0267584230000004 0.4258300579157628
3.0281096539999997 0.42494641080928497
3.029460886 0.42404815106776916
3.030812117 0.42337657560158776
3.032163348 0.4228218387992554
3.03351458 0.42226539335802366
3.034865811 0.4216762919643477
3.036217043 0.4211362635949217
3.0375682740000003 0.42085621365192244
3.038919506 0.4201481470487531
3.0402707369999997 0.4194951320637105
3.041621968 0.4190399983486322
3.0429732 0.4185846284590178
3.044324431 0.41807516081086327
3.045675663 0.41755378913251057
3.047026894 0.4170105869753492
3.0483781260000002 0.41664591523677075
3.0497293570000004 0.41637881830944234
3.051080589 0.41572504343863625
3.05243182 0.41502887814364847
3.053783051 0.41434651213166673
3.0551342829999997 0.4136560908127655
3.056485514 0.4130114194433621
3.057836746 0.4123471559829501
3.059187977 0.4116811947444575
3.060539209 0.4112170542482578
3.06189044 0.41105067713475
3.063241671 0.410901050016455
3.0645929030000003 0.4107919134593581
3.065944134 0.4111444555532965
3.0672953659999997 0.41106717524489533
3.068646597 0.41131251083733295
3.069997829 0.4114366965543655
3.07134906 0.4111562513173167
3.072700292 0.41086665613373846
3.074051523 0.4106416838242212
3.075402754 0.41044525549507305
3.0767539860000004 0.4102661003626082
3.0781052169999996 0.4101092954375369
3.079456449 0.4099943346895612
3.08080768 0.4101000115022408
3.0821589119999997 0.41042894711302785
3.083510143 0.41079245194438646
3.084861374 0.4111705421402787
3.086212606 0.41156750897454586
3.0875638370000003 0.412020279572155
3.088915069 0.4124797469434899
3.0902662999999997 0.4130175274854955
3.0916175320000003 0.41367101462490896
3.092968763 0.41432625209519997
3.0943199949999998 0.4154531416025288
3.095671226 0.41613805484085925
3.097022457 0.4168234053762255
3.098373689 0.41752486293116425
3.0997249200000003 0.4182354503572153
3.101076152 0.41880224396946825
3.102427383 0.41931631866345975
3.103778615 0.4198351935402994
3.1051298459999996 0.4203266400613184
3.106481078 0.42085592936054
3.107832309 0.4214034337989822
3.10918354 0.42192830501561285
3.110534772 0.4224618559488663
3.111886003 0.42310869764917075
3.113237235 0.4237536891508633
3.1145884660000003 0.424366210851716
3.115939698 0.42496418207646075
3.1172909289999997 0.42558390643062854
3.11864216 0.4261770623887286
3.119993392 0.4267533221024687
3.121344623 0.42815464762687483
3.122695855 0.4290391135426932
3.124047086 0.42990793261208116
3.1253983180000002 0.430767840673383
3.126749549 0.4316009722480251
3.128100781 0.4324437491826313
3.1294520120000002 0.43325615359217956
3.130803243 0.4339784375248956
3.1321544749999997 0.43461631891746827
3.133505706 0.43524177651799
3.134856938 0.4358319421317239
3.136208169 0.4364339281758097
3.137559401 0.4370150792177238
3.138910632 0.43758488709242394
3.140261863 0.43816754935627483
3.1416130950000003 0.4388666771796864
3.142964326 0.43953586842921866
3.1443155579999997 0.4402089131918403
3.145666789 0.44083493178416217
3.147018021 0.4415087659641747
3.148369252 0.4427070143607849
3.149720484 0.4433838987376147
3.151071715 0.4440231602824034
3.152422946 0.44468012475563085
3.153774178 0.44532939584336706
3.155125409 0.4459868818790619
3.1564766410000002 0.44663237140462736
3.157827872 0.44730625659023243
3.1591791039999997 0.447956176501946
3.160530335 0.4486028106041424
3.161881566 0.4492021602093212
3.163232798 0.44981485569658836
3.1645840290000002 0.4504200778629824
3.165935261 0.45104880765561534
3.167286492 0.45167740282114605
3.1686377240000003 0.45232528158495605
3.169988955 0.452974085328778
3.1713401869999998 0.4539323315695513
3.172691418 0.45525001183314245
3.174042649 0.45633993471617984
3.1753938809999998 0.4572821340273085
3.176745112 0.45825130074673587
3.178096344 0.45922831644199424
3.179447575 0.4602066489335945
3.180798807 0.4611147173511673
3.182150038 0.46196968736162386
3.1835012700000003 0.46284499733584195
3.184852501 0.46370815762976125
3.186203732 0.46456345919329667
3.187554964 0.46540522992207134
3.188906195 0.46626996615304767
3.190257427 0.46712554643045345
3.1916086580000003 0.4679967077408875
3.19295989 0.46887381445068255
3.194311121 0.46976412053153965
3.195662352 0.4706177739813115
3.197013584 0.4714822640314024
3.1983648149999997 0.4728736788641568
3.199716047 0.47373931168755
3.201067278 0.4745249799403419
3.2024185099999998 0.4752939681022316
3.203769741 0.4760889667975228
3.205120973 0.4768561301425171
3.206472204 0.4775833799377449
3.207823435 0.47832921402641404
3.209174667 0.4790507240705186
3.2105258979999998 0.4797741274074499
3.21187713 0.4804957601398882
3.213228361 0.4806442097767756
3.214579593 0.48134152958116855
3.215930824 0.48203973466033995
3.217282055 0.4827279141220892
3.2186332870000003 0.4833749226635754
3.2199845180000004 0.4840399664318736
3.22133575 0.4850040396513826
3.222686981 0.48616461053947674
3.2240382129999996 0.48692329253687977
3.2253894439999997 0.48770145467711185
