#JD -  2457388 (hr) Flux  Fl_err  Model_fl   Residual for 1.08um (%)
      -2.4139274      0.99085502    0.0024236043      0.00000      0.00000
      -2.3967685      0.99384904    0.0024227952      0.00000      0.00000
      -2.3796119      0.99112761    0.0024042258      0.00000      0.00000
      -2.3624283      0.99213455    0.0024129457      0.00000      0.00000
      -2.3452542      0.99730380    0.0024013943      0.00000      0.00000
      -2.3280954      0.99132347    0.0023403305      0.00000      0.00000
      -2.3108841      0.98600897    0.0023547056      0.00000      0.00000
      -2.2937279      0.99698194    0.0023960707      0.00000      0.00000
      -2.2765756      0.99056473    0.0023482074      0.00000      0.00000
      -2.2594209       1.0023669    0.0024412667      0.00000      0.00000
      -2.2422617      0.99465608    0.0023108309      0.00000      0.00000
      -2.2251076      0.99708118    0.0022942209      0.00000      0.00000
      -2.2079540      0.99661373    0.0022969379      0.00000      0.00000
      -2.1907916      0.99247757    0.0022511837      0.00000      0.00000
      -2.1736349      0.99638757    0.0022801856      0.00000      0.00000
      -2.1564684      0.99519879    0.0022676364      0.00000      0.00000
      -2.1393057      0.99361556    0.0022910684      0.00000      0.00000
      -2.1221514      0.98535963    0.0022477951      0.00000      0.00000
      -2.1049994      0.99552685    0.0022452651      0.00000      0.00000
      -2.0878427       1.0081160    0.0023181057      0.00000      0.00000
      -2.0706809      0.99302240    0.0022715349      0.00000      0.00000
      -2.0535003       1.0049750    0.0023011950      0.00000      0.00000
      -2.0363209       1.0018970    0.0022567344      0.00000      0.00000
      -2.0191896      0.98991780    0.0022609796      0.00000      0.00000
      -2.0020402      0.99758877    0.0023306895      0.00000      0.00000
      -1.9848875       1.0078345    0.0023025669      0.00000      0.00000
      -1.9677348       1.0004509    0.0022876470      0.00000      0.00000
      -1.9505772      0.99591306    0.0022755619      0.00000      0.00000
      -1.9334253       1.0028675    0.0022961716      0.00000      0.00000
      -1.9162731      0.99651585    0.0023460411      0.00000      0.00000
      -1.8991183      0.99069425    0.0023059995      0.00000      0.00000
