#JD -  2457388 (hr) Flux  Fl_err  Model_fl   Residual for 1.81um (%)
      -2.4139274      0.98929274    0.0031960619      0.00000      0.00000
      -2.3967685      0.98886790    0.0032601982      0.00000      0.00000
      -2.3796119       1.0025499    0.0032313595      0.00000      0.00000
      -2.3624283      0.98783332    0.0032278191      0.00000      0.00000
      -2.3452542      0.98583584    0.0031268656      0.00000      0.00000
      -2.3280954      0.99012522    0.0030424998      0.00000      0.00000
      -2.3108841      0.99841170    0.0031758283      0.00000      0.00000
      -2.2937279       1.0022987    0.0032658182      0.00000      0.00000
      -2.2765756       1.0030615    0.0031457061      0.00000      0.00000
      -2.2594209      0.97686149    0.0031255685      0.00000      0.00000
      -2.2422617      0.98115081    0.0029470226      0.00000      0.00000
      -2.2251076      0.99477559    0.0029611657      0.00000      0.00000
      -2.2079540      0.99792965    0.0030158427      0.00000      0.00000
      -2.1907916       1.0114408    0.0029594369      0.00000      0.00000
      -2.1736349       1.0096539    0.0029816220      0.00000      0.00000
      -2.1564684      0.99638377    0.0029015710      0.00000      0.00000
      -2.1393057       1.0106664    0.0030239672      0.00000      0.00000
      -2.1221514       1.0078591    0.0029709943      0.00000      0.00000
      -2.1049994       1.0123103    0.0029711786      0.00000      0.00000
      -2.0878427       1.0032405    0.0029371982      0.00000      0.00000
      -2.0706809       1.0046088    0.0029578194      0.00000      0.00000
      -2.0535003       1.0016931    0.0028932392      0.00000      0.00000
      -2.0363209       1.0073036    0.0028548864      0.00000      0.00000
      -2.0191896      0.99875810    0.0028878995      0.00000      0.00000
      -2.0020402       1.0104639    0.0030186220      0.00000      0.00000
      -1.9848875       1.0069363    0.0029208705      0.00000      0.00000
      -1.9677348       1.0045641    0.0028881092      0.00000      0.00000
      -1.9505772       1.0095292    0.0029229330      0.00000      0.00000
      -1.9334253       1.0002508    0.0028529330      0.00000      0.00000
      -1.9162731       1.0050387    0.0029793371      0.00000      0.00000
      -1.8991183      0.99402795    0.0029113761      0.00000      0.00000
      -1.8819675       1.0043752    0.0029425418      0.00000      0.00000
      -1.8648166       1.0010569    0.0029505512      0.00000      0.00000
      -1.8476630      0.98829595    0.0028600800      0.00000      0.00000
      -1.8305127      0.99827774    0.0029471850      0.00000      0.00000
      -1.8133558      0.97779319    0.0031558195      0.00000      0.00000
      -1.7961718      0.99115025    0.0028739720      0.00000      0.00000
