#JD -  2457388 (hr) Flux  Fl_err  Model_fl   Residual for 1.87um (%)
      -2.4139274      0.99280662    0.0041617784      0.00000      0.00000
      -2.3967685       1.0049936    0.0042172317      0.00000      0.00000
      -2.3796119       1.0016026    0.0041415236      0.00000      0.00000
      -2.3624283       1.0037171    0.0041820458      0.00000      0.00000
      -2.3452542      0.99222667    0.0040095547      0.00000      0.00000
      -2.3280954      0.99839209    0.0039319144      0.00000      0.00000
      -2.3108841      0.99675128    0.0040091660      0.00000      0.00000
      -2.2937279       1.0014450    0.0041109805      0.00000      0.00000
      -2.2765756       1.0084160    0.0039940305      0.00000      0.00000
      -2.2594209       1.0103961    0.0041324182      0.00000      0.00000
      -2.2422617      0.99885707    0.0038527133      0.00000      0.00000
      -2.2251076      0.99214528    0.0037425115      0.00000      0.00000
      -2.2079540      0.99263254    0.0037712590      0.00000      0.00000
      -2.1907916      0.99996455    0.0036922208      0.00000      0.00000
      -2.1736349       1.0069242    0.0037860735      0.00000      0.00000
      -2.1564684      0.99939677    0.0037232096      0.00000      0.00000
      -2.1393057       1.0028030    0.0037663052      0.00000      0.00000
      -2.1221514      0.98809171    0.0036449340      0.00000      0.00000
      -2.1049994       1.0081784    0.0037243828      0.00000      0.00000
      -2.0878427      0.99549267    0.0036818193      0.00000      0.00000
      -2.0706809       1.0012440    0.0036547325      0.00000      0.00000
      -2.0535003       1.0031913    0.0036324974      0.00000      0.00000
      -2.0363209       1.0021411    0.0035669232      0.00000      0.00000
      -2.0191896       1.0026877    0.0036525086      0.00000      0.00000
      -2.0020402      0.99439487    0.0037039163      0.00000      0.00000
      -1.9848875       1.0030628    0.0036426746      0.00000      0.00000
      -1.9677348      0.99614190    0.0035944734      0.00000      0.00000
      -1.9505772      0.99041564    0.0035656233      0.00000      0.00000
      -1.9334253       1.0016969    0.0036113878      0.00000      0.00000
      -1.9162731      0.99394884    0.0037056681      0.00000      0.00000
      -1.8991183       1.0086758    0.0036898400      0.00000      0.00000
      -1.8819675       1.0011452    0.0036600773      0.00000      0.00000
      -1.8648166       1.0132958    0.0037174361      0.00000      0.00000
      -1.8476630       1.0073974    0.0036597708      0.00000      0.00000
      -1.8305127      0.99968570    0.0036647327      0.00000      0.00000
      -1.8133558       1.0050037    0.0040774883      0.00000      0.00000
      -1.7961718       1.0034858    0.0036299622      0.00000      0.00000
      -1.7789818       1.0013917    0.0035697897      0.00000      0.00000
      -1.7618224      0.99989143    0.0035724023      0.00000      0.00000
      -1.7446703      0.99709794    0.0035318490      0.00000      0.00000
      -1.7275163      0.99488867    0.0034889785      0.00000      0.00000
      -1.7103350       1.0050660    0.0034663384      0.00000      0.00000
      -1.6931812       1.0045704    0.0035118545      0.00000      0.00000
      -1.6760198       1.0040841    0.0034909333      0.00000      0.00000
      -1.6588624       1.0013914    0.0035455477      0.00000      0.00000
      -1.6417030      0.99234341    0.0034961707      0.00000      0.00000
      -1.6245494      0.99662689    0.0033954172      0.00000      0.00000
      -1.6073352       1.0063322    0.0034720816      0.00000      0.00000
      -1.5901794       1.0032370    0.0033988546      0.00000      0.00000
      -1.5730222       1.0001439    0.0033765307      0.00000      0.00000
      -1.5558700       1.0006185    0.0033883198      0.00000      0.00000
      -1.5387079      0.99432347    0.0033253689      0.00000      0.00000
      -1.5215525      0.99406226    0.0033194206      0.00000      0.00000
      -1.5043944      0.99926902    0.0033711159      0.00000      0.00000
      -1.4872407       1.0049319    0.0034043982      0.00000      0.00000
      -1.4700676      0.99925545    0.0034096453      0.00000      0.00000
      -1.4528847       1.0033317    0.0033189057      0.00000      0.00000
      -1.4357223       1.0032765    0.0033762800      0.00000      0.00000
      -1.4185246      0.99293324    0.0032962456      0.00000      0.00000
      -1.4013444       1.0037929    0.0033241294      0.00000      0.00000
      -1.3841855       1.0045991    0.0033468780      0.00000      0.00000
      -1.3669997      0.99438120    0.0032303611      0.00000      0.00000
      -1.3498463      0.99819407    0.0032014854      0.00000      0.00000
