#JD -  2457388 (hr) Flux  Fl_err  Model_fl   Residual for 1.75um (%)
      -2.4139274      0.99763014    0.0024537206      0.00000      0.00000
      -2.3967685       1.0036255    0.0024732129      0.00000      0.00000
      -2.3796119      0.99136927    0.0024040832      0.00000      0.00000
      -2.3624283      0.99706421    0.0024466332      0.00000      0.00000
      -2.3452542      0.99570208    0.0024002586      0.00000      0.00000
      -2.3280954      0.99201748    0.0023248676      0.00000      0.00000
      -2.3108841      0.99599815    0.0023727490      0.00000      0.00000
      -2.2937279       1.0001207    0.0024514078      0.00000      0.00000
      -2.2765756      0.99719087    0.0023720606      0.00000      0.00000
      -2.2594209      0.99634654    0.0024515527      0.00000      0.00000
      -2.2422617      0.98597302    0.0022839252      0.00000      0.00000
      -2.2251076      0.99456615    0.0022467060      0.00000      0.00000
      -2.2079540      0.99866592    0.0022848106      0.00000      0.00000
      -2.1907916       1.0023625    0.0022406078      0.00000      0.00000
      -2.1736349       1.0014114    0.0022699928      0.00000      0.00000
      -2.1564684       1.0033724    0.0022423021      0.00000      0.00000
      -2.1393057      0.99987206    0.0022754776      0.00000      0.00000
      -2.1221514      0.99498413    0.0022182617      0.00000      0.00000
      -2.1049994       1.0024066    0.0022321362      0.00000      0.00000
      -2.0878427      0.99879270    0.0022548534      0.00000      0.00000
      -2.0706809      0.99837058    0.0022438433      0.00000      0.00000
      -2.0535003      0.99537798    0.0022284897      0.00000      0.00000
      -2.0363209       1.0032049    0.0021803505      0.00000      0.00000
      -2.0191896       1.0012807    0.0022283968      0.00000      0.00000
      -2.0020402      0.99512206    0.0023322582      0.00000      0.00000
      -1.9848875      0.99733688    0.0022597732      0.00000      0.00000
      -1.9677348       1.0057814    0.0022788814      0.00000      0.00000
      -1.9505772       1.0016677    0.0022418755      0.00000      0.00000
      -1.9334253       1.0033608    0.0022780527      0.00000      0.00000
      -1.9162731      0.99992854    0.0023263394      0.00000      0.00000
      -1.8991183      0.99239914    0.0022907336      0.00000      0.00000
      -1.8819675      0.99365950    0.0022582462      0.00000      0.00000
      -1.8648166       1.0005654    0.0022985389      0.00000      0.00000
      -1.8476630      0.99588602    0.0022970340      0.00000      0.00000
      -1.8305127      0.99400292    0.0023194803      0.00000      0.00000
      -1.8133558      0.99819812    0.0025346218      0.00000      0.00000
      -1.7961718      0.99193097    0.0022681521      0.00000      0.00000
      -1.7789818       1.0011451    0.0022522406      0.00000      0.00000
      -1.7618224      0.99368786    0.0022449742      0.00000      0.00000
      -1.7446703      0.99753250    0.0022210922      0.00000      0.00000
      -1.7275163      0.99779433    0.0022140821      0.00000      0.00000
      -1.7103350       1.0004697    0.0021834591      0.00000      0.00000
      -1.6931812      0.99860411    0.0022237030      0.00000      0.00000
      -1.6760198      0.99790570    0.0021995218      0.00000      0.00000
      -1.6588624       1.0045667    0.0022321694      0.00000      0.00000
      -1.6417030      0.99915919    0.0022367520      0.00000      0.00000
      -1.6245494      0.99619159    0.0021766065      0.00000      0.00000
      -1.6073352      0.99652475    0.0021730779      0.00000      0.00000
      -1.5901794       1.0027718    0.0021482878      0.00000      0.00000
      -1.5730222      0.99864050    0.0021595606      0.00000      0.00000
      -1.5558700      0.99953926    0.0021618752      0.00000      0.00000
      -1.5387079      0.99239700    0.0021164534      0.00000      0.00000
      -1.5215525       1.0006092    0.0021394214      0.00000      0.00000
      -1.5043944      0.99949373    0.0021340874      0.00000      0.00000
      -1.4872407      0.99886817    0.0021418180      0.00000      0.00000
      -1.4700676       1.0057505    0.0022049763      0.00000      0.00000
      -1.4528847       1.0051965    0.0021362618      0.00000      0.00000
      -1.4357223      0.99628613    0.0021485835      0.00000      0.00000
      -1.4185246      0.99537079    0.0021241773      0.00000      0.00000
      -1.4013444      0.99980327    0.0021167271      0.00000      0.00000
      -1.3841855       1.0018074    0.0021370249      0.00000      0.00000
      -1.3669997       1.0032529    0.0020912890      0.00000      0.00000
      -1.3498463      0.99699761    0.0020422934      0.00000      0.00000
      -1.3326628       1.0064612    0.0021749458      0.00000      0.00000
      -1.3154663      0.99918653    0.0020806722      0.00000      0.00000
      -1.2982878       1.0059227    0.0020964519      0.00000      0.00000
      -1.2811327       1.0008113    0.0020959003      0.00000      0.00000
      -1.2639686       1.0017500    0.0020492858      0.00000      0.00000
      -1.2468145       1.0015727    0.0020424673      0.00000      0.00000
      -1.2296646       1.0011208    0.0021053300      0.00000      0.00000
      -1.2125125      0.99846856    0.0020363122      0.00000      0.00000
      -1.1953755       1.0045774    0.0020690062      0.00000      0.00000
      -1.1782241       1.0014877    0.0020772798      0.00000      0.00000
      -1.1610706      0.99616402    0.0020612453      0.00000      0.00000
      -1.1439169      0.99905380    0.0021075826      0.00000      0.00000
      -1.1267321       1.0038685    0.0020957290      0.00000      0.00000
      -1.1095584       1.0017252    0.0021225752      0.00000      0.00000
      -1.0924102      0.99435376    0.0020984201      0.00000      0.00000
      -1.0752579       1.0013108    0.0020903024      0.00000      0.00000
      -1.0580962       1.0046180    0.0021072586      0.00000      0.00000
      -1.0409426       1.0030658    0.0020501251      0.00000      0.00000
      -1.0237881      0.99981177    0.0020916620      0.00000      0.00000
      -1.0066325       1.0050685    0.0020584249      0.00000      0.00000
     -0.98947485       1.0014128    0.0021045971      0.00000      0.00000
     -0.97231195       1.0068075    0.0021036893      0.00000      0.00000
     -0.95515907       1.0052749    0.0021107281      0.00000      0.00000
     -0.93798331      0.99925739    0.0020789920      0.00000      0.00000
     -0.92082277       1.0025724    0.0020567115      0.00000      0.00000
     -0.90363025       1.0013030    0.0020694844      0.00000      0.00000
     -0.88647098       1.0022399    0.0021088823      0.00000      0.00000
     -0.86930338       1.0004524    0.0021538633      0.00000      0.00000
     -0.85214707       1.0108375    0.0021674703      0.00000      0.00000
     -0.83499177      0.99901854    0.0021322243      0.00000      0.00000
     -0.81781283       1.0056742    0.0021090105      0.00000      0.00000
     -0.80065585      0.99968318    0.0020766897      0.00000      0.00000
     -0.78350712       1.0130451    0.0021742224      0.00000      0.00000
     -0.76631989       1.0004206    0.0021677715      0.00000      0.00000
     -0.74916646       1.0005644    0.0020603008      0.00000      0.00000
     -0.73201772       1.0040593    0.0020839148      0.00000      0.00000
     -0.71485827       1.0027366    0.0020758989      0.00000      0.00000
     -0.69768679      0.99976648    0.0020962198      0.00000      0.00000
     -0.68053768       1.0051680    0.0021244283      0.00000      0.00000
     -0.66338503       1.0098198    0.0021332408      0.00000      0.00000
     -0.64623282      0.99779409    0.0021350966      0.00000      0.00000
     -0.62907667       1.0071212    0.0021845474      0.00000      0.00000
     -0.61190716      0.99919699    0.0021609873      0.00000      0.00000
     -0.59474967       1.0033162    0.0021070008      0.00000      0.00000
     -0.57759460       1.0047842    0.0020938493      0.00000      0.00000
