#JD -  2457388 (hr) Flux  Fl_err  Model_fl   Residual for 1.87um (%)
      -2.4139274      0.99241963    0.0041311194      0.00000      0.00000
      -2.3967685       1.0005730    0.0041643585      0.00000      0.00000
      -2.3796119       1.0009358    0.0041072757      0.00000      0.00000
      -2.3624283       1.0039481    0.0041574517      0.00000      0.00000
      -2.3452542      0.98905464    0.0039649901      0.00000      0.00000
      -2.3280954      0.99765271    0.0039006214      0.00000      0.00000
      -2.3108841      0.99616980    0.0039963180      0.00000      0.00000
      -2.2937279       1.0015712    0.0040963417      0.00000      0.00000
      -2.2765756       1.0069530    0.0039722874      0.00000      0.00000
      -2.2594209       1.0081868    0.0040928070      0.00000      0.00000
      -2.2422617       1.0013258    0.0038454970      0.00000      0.00000
      -2.2251076      0.98959944    0.0037081797      0.00000      0.00000
      -2.2079540      0.99252999    0.0037534246      0.00000      0.00000
      -2.1907916      0.99583444    0.0036672719      0.00000      0.00000
      -2.1736349       1.0064179    0.0037645665      0.00000      0.00000
      -2.1564684      0.99588894    0.0036946355      0.00000      0.00000
      -2.1393057       1.0020192    0.0037492883      0.00000      0.00000
      -2.1221514      0.98508379    0.0036175484      0.00000      0.00000
      -2.1049994       1.0059850    0.0036964063      0.00000      0.00000
      -2.0878427      0.99411160    0.0036537307      0.00000      0.00000
      -2.0706809      0.99833862    0.0036300200      0.00000      0.00000
      -2.0535003       1.0019519    0.0036071379      0.00000      0.00000
      -2.0363209      0.99845928    0.0035435088      0.00000      0.00000
      -2.0191896      0.99742961    0.0036262569      0.00000      0.00000
      -2.0020402      0.99771638    0.0036907855      0.00000      0.00000
      -1.9848875       1.0050822    0.0036245406      0.00000      0.00000
      -1.9677348      0.99472488    0.0035705238      0.00000      0.00000
      -1.9505772      0.98979870    0.0035435500      0.00000      0.00000
      -1.9334253       1.0029043    0.0036021007      0.00000      0.00000
      -1.9162731      0.99489741    0.0036990850      0.00000      0.00000
      -1.8991183       1.0110219    0.0036751293      0.00000      0.00000
      -1.8819675      0.99983416    0.0036426397      0.00000      0.00000
      -1.8648166       1.0194440    0.0037395437      0.00000      0.00000
      -1.8476630       1.0062831    0.0036297650      0.00000      0.00000
      -1.8305127       1.0003143    0.0036559750      0.00000      0.00000
      -1.8133558       1.0022906    0.0040491369      0.00000      0.00000
      -1.7961718       1.0069785    0.0036255859      0.00000      0.00000
      -1.7789818       1.0024422    0.0035667405      0.00000      0.00000
      -1.7618224      0.99892535    0.0035511804      0.00000      0.00000
      -1.7446703      0.99757274    0.0035249631      0.00000      0.00000
      -1.7275163      0.99520082    0.0034798343      0.00000      0.00000
