#JD -  2457565 (hr) Flux  Fl_err  Model_fl   Residual for 2.11um (%)
      -4.5079613       1.0042251    0.0017632055      0.00000      0.00000
      -4.4866787       1.0050934    0.0017543475      0.00000      0.00000
      -4.4653956       1.0011467    0.0017403684      0.00000      0.00000
      -4.4441073      0.99865802    0.0017434900      0.00000      0.00000
      -4.4228128       1.0037813    0.0017754784      0.00000      0.00000
      -4.4015156       1.0055081    0.0017362698      0.00000      0.00000
      -4.3802279       1.0047000    0.0017339887      0.00000      0.00000
      -4.3589434       1.0050353    0.0017464170      0.00000      0.00000
      -4.3376587       1.0100717    0.0017663168      0.00000      0.00000
      -4.3163706       1.0016695    0.0017791449      0.00000      0.00000
      -4.2950823      0.99859124    0.0018220801      0.00000      0.00000
      -4.2737971       1.0063534    0.0018392924      0.00000      0.00000
      -4.2525150       1.0028650    0.0018212600      0.00000      0.00000
      -4.2312308       1.0004654    0.0017343291      0.00000      0.00000
      -4.2099406       1.0020701    0.0017488913      0.00000      0.00000
      -4.1886509       1.0063309    0.0017345353      0.00000      0.00000
      -4.1673621      0.99963839    0.0017044518      0.00000      0.00000
      -4.1460789       1.0023794    0.0016947860      0.00000      0.00000
      -4.1247933       1.0025608    0.0017010667      0.00000      0.00000
      -4.1035074       1.0016022    0.0016919372      0.00000      0.00000
      -4.0822223      0.99999613    0.0016991841      0.00000      0.00000
      -4.0609334       1.0065135    0.0016959015      0.00000      0.00000
      -4.0396478       1.0054298    0.0017064568      0.00000      0.00000
      -4.0183600       1.0050126    0.0017057127      0.00000      0.00000
      -3.9970688       1.0075262    0.0017057907      0.00000      0.00000
      -3.9757763       1.0013016    0.0017013449      0.00000      0.00000
      -3.9544877       1.0019296    0.0017001417      0.00000      0.00000
      -3.9332025       1.0015566    0.0016936304      0.00000      0.00000
      -3.9119164       1.0009880    0.0016844795      0.00000      0.00000
      -3.8906290       1.0034790    0.0017162035      0.00000      0.00000
      -3.8693396       1.0022741    0.0017281834      0.00000      0.00000
      -3.8480549       1.0038199    0.0017663459      0.00000      0.00000
      -3.8267708       1.0050521    0.0017240217      0.00000      0.00000
      -3.8054845       1.0082067    0.0017356564      0.00000      0.00000
      -3.7841999       1.0034883    0.0017228101      0.00000      0.00000
      -3.7629137       1.0134033    0.0017224001      0.00000      0.00000
      -3.7416330       1.0058094    0.0017262807      0.00000      0.00000
      -3.7203483       1.0041328    0.0017252218      0.00000      0.00000
      -3.6990596       1.0038946    0.0017166295      0.00000      0.00000
      -3.6777688      0.99938978    0.0017220845      0.00000      0.00000
      -3.6351994       1.0059718    0.0017113617      0.00000      0.00000
      -3.6139144       1.0058483    0.0016974677      0.00000      0.00000
      -3.5926299      0.99522485    0.0017037300      0.00000      0.00000
      -3.5713435       1.0041084    0.0017103834      0.00000      0.00000
      -3.5500550       1.0078634    0.0017580218      0.00000      0.00000
      -3.5287660       1.0018194    0.0017312837      0.00000      0.00000
      -3.5074870       1.0018872    0.0017490127      0.00000      0.00000
      -3.4862004      0.99389734    0.0017104073      0.00000      0.00000
      -3.4649138       1.0030371    0.0016968093      0.00000      0.00000
      -3.4436293       1.0019503    0.0017453935      0.00000      0.00000
      -3.4223535       1.0077947    0.0017695975      0.00000      0.00000
      -3.4010635       1.0001133    0.0017162840      0.00000      0.00000
      -3.3797848       1.0035104    0.0017161414      0.00000      0.00000
      -3.3584981       1.0021679    0.0017082154      0.00000      0.00000
      -3.3372108       1.0020647    0.0016707826      0.00000      0.00000
      -3.3159238      0.99745975    0.0016649876      0.00000      0.00000
      -3.2946643       1.0001999    0.0016900839      0.00000      0.00000
      -3.2733795       1.0004704    0.0016995962      0.00000      0.00000
      -3.2520884       1.0022594    0.0016933227      0.00000      0.00000
      -3.2307875       1.0032811    0.0017142731      0.00000      0.00000
      -3.2095167       1.0044090    0.0017068171      0.00000      0.00000
      -3.1882283       1.0081802    0.0017109114      0.00000      0.00000
      -3.1669402      0.99959715    0.0017053479      0.00000      0.00000
      -3.1456558       1.0016737    0.0016945201      0.00000      0.00000
      -3.1243688      0.99877762    0.0016864261      0.00000      0.00000
      -3.1030767      0.99935151    0.0016966675      0.00000      0.00000
      -3.0817351       1.0029114    0.0017028967      0.00000      0.00000
      -3.0604299       1.0013547    0.0016913938      0.00000      0.00000
      -3.0391400      0.99814596    0.0016893304      0.00000      0.00000
      -3.0178195       1.0028533    0.0017163252      0.00000      0.00000
      -2.9965365       1.0035435    0.0017055849      0.00000      0.00000
      -2.9752419      0.99837352    0.0016963640      0.00000      0.00000
      -2.9539556       1.0052037    0.0017007865      0.00000      0.00000
      -2.9326723       1.0029433    0.0016986873      0.00000      0.00000
      -2.9113919       1.0017124    0.0016926292      0.00000      0.00000
      -2.8901050      0.99656998    0.0016908508      0.00000      0.00000
      -2.8688100      0.99845476    0.0017113896      0.00000      0.00000
      -2.8475259      0.98997247    0.0016874047      0.00000      0.00000
      -2.8262412       1.0000319    0.0017035090      0.00000      0.00000
      -2.8049542      0.99575964    0.0016985280      0.00000      0.00000
      -2.7836670       1.0064934    0.0016956261      0.00000      0.00000
      -2.7623799      0.99694041    0.0016997569      0.00000      0.00000
      -2.7410997       1.0015156    0.0017012950      0.00000      0.00000
      -2.7198104       1.0068336    0.0017192304      0.00000      0.00000
      -2.6985222       1.0049472    0.0017281475      0.00000      0.00000
      -2.6772096       1.0052295    0.0017062408      0.00000      0.00000
      -2.6559244       1.0067993    0.0017022682      0.00000      0.00000
      -2.6346418       1.0005316    0.0016925824      0.00000      0.00000
      -2.6133788      0.99893492    0.0017121741      0.00000      0.00000
      -2.5920948      0.99661238    0.0017168544      0.00000      0.00000
      -2.5708120       1.0056659    0.0017081683      0.00000      0.00000
      -2.5494897      0.99664813    0.0016790664      0.00000      0.00000
      -2.5282015       1.0004798    0.0017032610      0.00000      0.00000
      -2.5069191       1.0010679    0.0017115157      0.00000      0.00000
      -2.4856354      0.99499694    0.0016979900      0.00000      0.00000
      -2.4643516      0.99345512    0.0016761298      0.00000      0.00000
      -2.4430683      0.99888526    0.0016806625      0.00000      0.00000
      -2.4217818      0.99784035    0.0016854113      0.00000      0.00000
      -2.4004989       1.0065312    0.0016983902      0.00000      0.00000
      -2.3792167      0.99681758    0.0016881568      0.00000      0.00000
      -2.3579327       1.0009250    0.0017104264      0.00000      0.00000
      -2.3366460      0.99751685    0.0016783295      0.00000      0.00000
      -2.3153603      0.99423957    0.0016735876      0.00000      0.00000
      -2.2940740      0.99759083    0.0016834718      0.00000      0.00000
      -2.2727892      0.99506009    0.0016848167      0.00000      0.00000
      -2.2515030      0.99456624    0.0016797770      0.00000      0.00000
      -2.2302154      0.99387770    0.0016710471      0.00000      0.00000
      -2.2089278      0.99691113    0.0016781964      0.00000      0.00000
      -2.1876383      0.99791744    0.0016871164      0.00000      0.00000
      -2.1663489       1.0039091    0.0017152529      0.00000      0.00000
      -2.1450635       1.0036803    0.0017099436      0.00000      0.00000
      -2.1237799       1.0005497    0.0016931621      0.00000      0.00000
      -2.1024884      0.99543714    0.0016775975      0.00000      0.00000
      -2.0811985      0.99635258    0.0016790686      0.00000      0.00000
      -2.0599118      0.99769221    0.0016867407      0.00000      0.00000
      -2.0386263       1.0017919    0.0016877300      0.00000      0.00000
      -2.0173329       1.0009465    0.0016963884      0.00000      0.00000
      -1.9960691       1.0016728    0.0016912233      0.00000      0.00000
      -1.9747869       1.0030877    0.0016943000      0.00000      0.00000
      -1.9534993      0.99504433    0.0016901352      0.00000      0.00000
      -1.9322144      0.99489555    0.0016718173      0.00000      0.00000
      -1.9109266      0.99670995    0.0016952138      0.00000      0.00000
      -1.8683515      0.99838065    0.0016818616      0.00000      0.00000
      -1.8470625      0.99316453    0.0016686557      0.00000      0.00000
      -1.8257635      0.99854318    0.0016909009      0.00000      0.00000
      -1.8044778      0.99640590    0.0016624016      0.00000      0.00000
      -1.7832113      0.98959116    0.0016980106      0.00000      0.00000
      -1.7619204      0.99546077    0.0016810152      0.00000      0.00000
      -1.7406241       1.0002042    0.0016765482      0.00000      0.00000
      -1.7193345       1.0023330    0.0017301929      0.00000      0.00000
      -1.6980541       1.0000988    0.0017373643      0.00000      0.00000
      -1.6767681      0.99435198    0.0016861276      0.00000      0.00000
      -1.6554749      0.99474884    0.0016815071      0.00000      0.00000
      -1.6341845      0.99612935    0.0016718870      0.00000      0.00000
      -1.6128945      0.99337120    0.0016699490      0.00000      0.00000
      -1.5916034      0.99822146    0.0016756214      0.00000      0.00000
      -1.5703135      0.99415874    0.0016655605      0.00000      0.00000
      -1.5490272      0.99954995    0.0017036946      0.00000      0.00000
      -1.5277421      0.99762154    0.0016910865      0.00000      0.00000
      -1.5064534      0.99772658    0.0016897925      0.00000      0.00000
      -1.4851331      0.99347967    0.0016761244      0.00000      0.00000
      -1.4637620      0.99699524    0.0016875959      0.00000      0.00000
      -1.4424256      0.99627414    0.0016930919      0.00000      0.00000
      -1.4210700      0.99584889    0.0016831230      0.00000      0.00000
      -1.3997464      0.99357275    0.0016825589      0.00000      0.00000
      -1.3784496      0.99149508    0.0016517148      0.00000      0.00000
      -1.3571502      0.99216414    0.0016500686      0.00000      0.00000
      -1.3358176      0.99756621    0.0016729660      0.00000      0.00000
      -1.3144943      0.99397767    0.0016557818      0.00000      0.00000
      -1.2931982      0.99850627    0.0016628083      0.00000      0.00000
      -1.2718925      0.99381579    0.0016634801      0.00000      0.00000
      -1.2505543      0.99514226    0.0016791949      0.00000      0.00000
      -1.2292571      0.99659677    0.0016782332      0.00000      0.00000
      -1.2079121      0.99598561    0.0017212358      0.00000      0.00000
      -1.1864119      0.99280744    0.0016622634      0.00000      0.00000
      -1.1648556      0.99810763    0.0016800680      0.00000      0.00000
      -1.1432757      0.99229801    0.0016627069      0.00000      0.00000
      -1.1217138      0.99345981    0.0016752978      0.00000      0.00000
      -1.1001447      0.99322328    0.0016803753      0.00000      0.00000
      -1.0786917      0.99739892    0.0017413477      0.00000      0.00000
      -1.0572883      0.99454222    0.0017083621      0.00000      0.00000
      -1.0359918      0.99993858    0.0017025698      0.00000      0.00000
      -1.0146990      0.99953810    0.0016889806      0.00000      0.00000
     -0.99341132      0.99205285    0.0016954356      0.00000      0.00000
     -0.97212387      0.99493683    0.0016871287      0.00000      0.00000
     -0.95083896      0.99397549    0.0016873616      0.00000      0.00000
     -0.92955304      0.99692251    0.0016829111      0.00000      0.00000
     -0.90826621      0.99135728    0.0016769496      0.00000      0.00000
     -0.88698229      0.99155063    0.0016733684      0.00000      0.00000
     -0.86567354      0.99650662    0.0016864970      0.00000      0.00000
     -0.84438941      0.99262362    0.0016725566      0.00000      0.00000
     -0.82310593       1.0023294    0.0016898136      0.00000      0.00000
     -0.80182615      0.99634093    0.0016743765      0.00000      0.00000
     -0.78054763      0.99395551    0.0016736916      0.00000      0.00000
     -0.75925862      0.99825436    0.0016824888      0.00000      0.00000
     -0.73797115      0.99272511    0.0016642533      0.00000      0.00000
     -0.71670296      0.99989067    0.0016735165      0.00000      0.00000
     -0.69542237       1.0018388    0.0016796497      0.00000      0.00000
     -0.67411321       1.0023638    0.0016826876      0.00000      0.00000
     -0.65283032      0.99789028    0.0016715598      0.00000      0.00000
     -0.63155042      0.99537268    0.0016686711      0.00000      0.00000
     -0.61026839      0.99114733    0.0016773372      0.00000      0.00000
     -0.58898444      0.99598126    0.0016711528      0.00000      0.00000
     -0.56766572      0.99838254    0.0016766792      0.00000      0.00000
     -0.54637922       1.0034385    0.0016773241      0.00000      0.00000
     -0.52509350       1.0032886    0.0016820639      0.00000      0.00000
     -0.50380809      0.99767819    0.0016826737      0.00000      0.00000
     -0.48252201      0.99270318    0.0016713032      0.00000      0.00000
     -0.46121979      0.99576177    0.0016761494      0.00000      0.00000
     -0.43993957       1.0010900    0.0016755757      0.00000      0.00000
     -0.41866070      0.99868989    0.0016657561      0.00000      0.00000
     -0.39737700       1.0002626    0.0016822366      0.00000      0.00000
     -0.37609053      0.99262662    0.0016675266      0.00000      0.00000
     -0.35480246      0.99573124    0.0016614206      0.00000      0.00000
     -0.33352101      0.99225963    0.0016496010      0.00000      0.00000
     -0.31223339      0.99629179    0.0016647384      0.00000      0.00000
     -0.29094817      0.99936288    0.0016947481      0.00000      0.00000
     -0.26966213      0.99315986    0.0016893011      0.00000      0.00000
     -0.24837996      0.99982582    0.0016716747      0.00000      0.00000
     -0.22709475       1.0040494    0.0016977067      0.00000      0.00000
     -0.20581328      0.99725485    0.0016733066      0.00000      0.00000
     -0.18454986      0.99815226    0.0016827334      0.00000      0.00000
     -0.14198078       1.0021530    0.0016911911      0.00000      0.00000
     -0.12069470      0.99387435    0.0016735690      0.00000      0.00000
    -0.099403773      0.99860185    0.0016726949      0.00000      0.00000
    -0.078121606      0.99803107    0.0016747190      0.00000      0.00000
    -0.056835741      0.99309438    0.0016674020      0.00000      0.00000
    -0.035551451      0.99780680    0.0016819182      0.00000      0.00000
    -0.014262501       1.0004315    0.0016634849      0.00000      0.00000
    0.0070317909       1.0048344    0.0016822027      0.00000      0.00000
     0.028319634      0.99807288    0.0016889792      0.00000      0.00000
     0.049611636       1.0047254    0.0016935283      0.00000      0.00000
     0.070890438      0.99849403    0.0016915164      0.00000      0.00000
     0.092175856      0.99701276    0.0016848835      0.00000      0.00000
      0.13474718      0.99840654    0.0016764644      0.00000      0.00000
      0.15603294       1.0008300    0.0016633545      0.00000      0.00000
      0.17732018       1.0005442    0.0016730055      0.00000      0.00000
      0.19860030      0.99708859    0.0016785906      0.00000      0.00000
      0.21991114      0.99576596    0.0016574157      0.00000      0.00000
      0.24119604      0.99881981    0.0016678227      0.00000      0.00000
      0.26248111      0.99691625    0.0016717960      0.00000      0.00000
      0.28376437      0.99612836    0.0016621839      0.00000      0.00000
      0.30505269       1.0026280    0.0016829215      0.00000      0.00000
      0.32633759      0.99581742    0.0016637821      0.00000      0.00000
      0.34762360      0.99969084    0.0016699469      0.00000      0.00000
      0.36890593       1.0014531    0.0016816884      0.00000      0.00000
      0.39019101      0.99487412    0.0016815457      0.00000      0.00000
      0.41147520      0.99233327    0.0017699948      0.00000      0.00000
      0.43276212      0.99969824    0.0017021977      0.00000      0.00000
      0.45407556      0.99776583    0.0017041617      0.00000      0.00000
      0.47536588       1.0003515    0.0017101708      0.00000      0.00000
      0.49665185      0.99733684    0.0016876846      0.00000      0.00000
      0.51793963      0.98785870    0.0016757838      0.00000      0.00000
      0.53922379      0.99797143    0.0016760769      0.00000      0.00000
      0.56051090       1.0003175    0.0016789606      0.00000      0.00000
      0.58182743      0.99894651    0.0016930644      0.00000      0.00000
      0.60311656      0.99795281    0.0017203051      0.00000      0.00000
      0.62439974      0.99811164    0.0017064371      0.00000      0.00000
      0.64568509       1.0007597    0.0017217291      0.00000      0.00000
      0.66694215      0.99584702    0.0017005120      0.00000      0.00000
      0.68823010      0.99956329    0.0017168500      0.00000      0.00000
      0.70951850       1.0005981    0.0017254102      0.00000      0.00000
      0.73080416      0.99672885    0.0017118728      0.00000      0.00000
      0.75209593      0.99893756    0.0017248374      0.00000      0.00000
      0.77338417       1.0003096    0.0017242471      0.00000      0.00000
      0.79466857      0.99820046    0.0017044265      0.00000      0.00000
      0.81595929      0.99624026    0.0017011133      0.00000      0.00000
      0.83724816       1.0025976    0.0017355829      0.00000      0.00000
      0.85853855       1.0089413    0.0017412042      0.00000      0.00000
      0.87982589      0.99751728    0.0017531414      0.00000      0.00000
      0.90109129       1.0057733    0.0017699260      0.00000      0.00000
      0.92238396       1.0045153    0.0018573345      0.00000      0.00000
      0.94367310       1.0053597    0.0017695805      0.00000      0.00000
      0.96495920      0.99869399    0.0017419192      0.00000      0.00000
      0.98624663      0.99423871    0.0017210506      0.00000      0.00000
       1.0075327      0.99948363    0.0017363716      0.00000      0.00000
       1.0288198       1.0041482    0.0017491036      0.00000      0.00000
       1.0501104      0.99859754    0.0017381365      0.00000      0.00000
       1.0713952       1.0003435    0.0017452347      0.00000      0.00000
       1.0926827       1.0013085    0.0017351528      0.00000      0.00000
       1.1139714      0.99628258    0.0017406096      0.00000      0.00000
       1.1352604      0.99683051    0.0017275345      0.00000      0.00000
       1.1565445       1.0033546    0.0017407340      0.00000      0.00000
       1.1778304      0.99733826    0.0017514781      0.00000      0.00000
       1.1991148      0.99620459    0.0017515747      0.00000      0.00000
       1.2204035       1.0028214    0.0017724456      0.00000      0.00000
       1.2416932       1.0022387    0.0017947995      0.00000      0.00000
       1.2629996      0.99554614    0.0018622261      0.00000      0.00000
       1.2842866       1.0024965    0.0018952534      0.00000      0.00000
       1.3055758       1.0047297    0.0019572912      0.00000      0.00000
       1.3268633      0.99865047    0.0018321031      0.00000      0.00000
       1.3481439       1.0050351    0.0018160592      0.00000      0.00000
       1.3694396       1.0087003    0.0018184473      0.00000      0.00000
       1.3907259      0.99552593    0.0018987031      0.00000      0.00000
       1.4120099      0.99943820    0.0018644861      0.00000      0.00000
       1.4332928      0.99424063    0.0018953709      0.00000      0.00000
       1.4545817       1.0027890    0.0019306614      0.00000      0.00000
       1.4758677      0.99909643    0.0018557454      0.00000      0.00000
       1.4971568      0.99721718    0.0018233846      0.00000      0.00000
       1.5184443      0.99995474    0.0018017354      0.00000      0.00000
       1.5610209       1.0007796    0.0017659433      0.00000      0.00000
       1.5823297       1.0008879    0.0018177291      0.00000      0.00000
       1.6036168      0.99715734    0.0017734891      0.00000      0.00000
       1.6248999       1.0031014    0.0017768576      0.00000      0.00000
       1.6461870       1.0049067    0.0017830883      0.00000      0.00000
       1.6674712       1.0056385    0.0017759887      0.00000      0.00000
       1.6887611      0.99696870    0.0017740359      0.00000      0.00000
       1.7100477       1.0054770    0.0017952363      0.00000      0.00000
       1.7313302       1.0023688    0.0017918327      0.00000      0.00000
       1.7526195      0.99968999    0.0017919053      0.00000      0.00000
       1.7739096       1.0033868    0.0017930504      0.00000      0.00000
       1.7951940       1.0005041    0.0017975160      0.00000      0.00000
       1.8164771       1.0000541    0.0018176509      0.00000      0.00000
       1.8377657      0.99900145    0.0017985809      0.00000      0.00000
       1.8590505      0.99587791    0.0017701422      0.00000      0.00000
       1.8803402       1.0020879    0.0017675882      0.00000      0.00000
       1.9016242      0.99965026    0.0017686051      0.00000      0.00000
       1.9229171      0.99824005    0.0017745585      0.00000      0.00000
       1.9442026       1.0010426    0.0017802367      0.00000      0.00000
       1.9654895       1.0029256    0.0017771102      0.00000      0.00000
       1.9867744      0.99847771    0.0017884949      0.00000      0.00000
       2.0080604      0.99987462    0.0017683228      0.00000      0.00000
       2.0293426       1.0005287    0.0017753297      0.00000      0.00000
       2.0506265       1.0020517    0.0017947547      0.00000      0.00000
       2.0719079      0.99678185    0.0017861340      0.00000      0.00000
       2.0931978       1.0137087    0.0018843536      0.00000      0.00000
       2.1144856       1.0038307    0.0018539889      0.00000      0.00000
       2.1357764      0.99961479    0.0018398719      0.00000      0.00000
       2.1570659       1.0050229    0.0018759198      0.00000      0.00000
       2.1783537      0.99716286    0.0018190807      0.00000      0.00000
       2.1996406       1.0011844    0.0018139336      0.00000      0.00000
       2.2209243       1.0040328    0.0018436660      0.00000      0.00000
       2.2422080       1.0036914    0.0018372023      0.00000      0.00000
       2.2634933       1.0005985    0.0018249329      0.00000      0.00000
       2.2847803      0.99943487    0.0018052992      0.00000      0.00000
       2.3060650       1.0012289    0.0018488419      0.00000      0.00000
       2.3273491       1.0011857    0.0018471918      0.00000      0.00000
       2.3486363       1.0041098    0.0018378917      0.00000      0.00000
       2.3699216       1.0053361    0.0018605513      0.00000      0.00000
       2.3912100       1.0029241    0.0018666962      0.00000      0.00000
       2.4124989       1.0012536    0.0018644010      0.00000      0.00000
       2.4337846       1.0050816    0.0018731678      0.00000      0.00000
       2.4550720       1.0020787    0.0018914510      0.00000      0.00000
       2.4763804       1.0066419    0.0019156838      0.00000      0.00000
       2.4976665       1.0063243    0.0020252823      0.00000      0.00000
       2.5189524       1.0031837    0.0020433257      0.00000      0.00000
       2.5402373       1.0056615    0.0020295182      0.00000      0.00000
       2.5615239       1.0046496    0.0019537747      0.00000      0.00000
       2.5828096       1.0056319    0.0019484174      0.00000      0.00000
       2.6040757       1.0038554    0.0019849428      0.00000      0.00000
       2.6253590       1.0050099    0.0019635679      0.00000      0.00000
