#JD -  2457388 (hr) Flux  Fl_err  Model_fl   Residual for 1.81um (%)
      -2.4139274      0.99995516    0.0034228273      0.00000      0.00000
      -2.3967685      0.99807129    0.0034542495      0.00000      0.00000
      -2.3796119       1.0062720    0.0034213847      0.00000      0.00000
      -2.3624283      0.99334202    0.0033999635      0.00000      0.00000
      -2.3452542       1.0025437    0.0033693367      0.00000      0.00000
      -2.3280954      0.99168374    0.0032021626      0.00000      0.00000
      -2.3108841      0.98896119    0.0032424606      0.00000      0.00000
      -2.2937279       1.0136488    0.0034646402      0.00000      0.00000
      -2.2765756       1.0043704    0.0032766040      0.00000      0.00000
      -2.2594209       1.0018177    0.0034034165      0.00000      0.00000
      -2.2422617      0.98540964    0.0031069748      0.00000      0.00000
      -2.2251076      0.99143969    0.0030778534      0.00000      0.00000
      -2.2079540      0.99251428    0.0031232733      0.00000      0.00000
      -2.1907916      0.99769954    0.0029802957      0.00000      0.00000
      -2.1736349       1.0080466    0.0031005335      0.00000      0.00000
      -2.1564684       1.0030879    0.0030276378      0.00000      0.00000
      -2.1393057      0.99979469    0.0030876825      0.00000      0.00000
      -2.1221514      0.99206479    0.0030044668      0.00000      0.00000
      -2.1049994      0.99637927    0.0030265987      0.00000      0.00000
      -2.0878427       1.0080409    0.0030957745      0.00000      0.00000
      -2.0706809      0.99382812    0.0030106578      0.00000      0.00000
      -2.0535003       1.0041031    0.0030457962      0.00000      0.00000
      -2.0363209       1.0041115    0.0029260461      0.00000      0.00000
      -2.0191896      0.99898740    0.0029575655      0.00000      0.00000
      -2.0020402       1.0102307    0.0032007769      0.00000      0.00000
      -1.9848875       1.0055647    0.0030927948      0.00000      0.00000
      -1.9677348       1.0076181    0.0030272555      0.00000      0.00000
      -1.9505772      0.99769779    0.0030019288      0.00000      0.00000
      -1.9334253       1.0083268    0.0030340121      0.00000      0.00000
      -1.9162731       1.0051440    0.0031068936      0.00000      0.00000
      -1.8991183      0.98837999    0.0030368347      0.00000      0.00000
      -1.8819675      0.98838630    0.0029794157      0.00000      0.00000
      -1.8648166       1.0047138    0.0031183426      0.00000      0.00000
      -1.8476630      0.99899268    0.0030645217      0.00000      0.00000
      -1.8305127       1.0096286    0.0031310061      0.00000      0.00000
      -1.8133558      0.97885995    0.0032835244      0.00000      0.00000
      -1.7961718      0.99193278    0.0030287911      0.00000      0.00000
      -1.7789818       1.0021785    0.0030065911      0.00000      0.00000
      -1.7618224       1.0015961    0.0030119463      0.00000      0.00000
      -1.7446703      0.98778789    0.0029213882      0.00000      0.00000
      -1.7275163      0.99779405    0.0029474061      0.00000      0.00000
      -1.7103350       1.0067379    0.0029076254      0.00000      0.00000
      -1.6931812      0.99746255    0.0028995474      0.00000      0.00000
      -1.6760198       1.0024373    0.0029097767      0.00000      0.00000
      -1.6588624       1.0050532    0.0029692689      0.00000      0.00000
      -1.6417030      0.99383921    0.0029152391      0.00000      0.00000
      -1.6245494       1.0030569    0.0029276824      0.00000      0.00000
      -1.6073352       1.0075805    0.0029381961      0.00000      0.00000
      -1.5901794       1.0089992    0.0028557752      0.00000      0.00000
      -1.5730222       1.0087593    0.0028823574      0.00000      0.00000
      -1.5558700       1.0017978    0.0028433012      0.00000      0.00000
      -1.5387079       1.0038118    0.0028045813      0.00000      0.00000
      -1.5215525       1.0032283    0.0028136594      0.00000      0.00000
      -1.5043944      0.99021783    0.0027666057      0.00000      0.00000
      -1.4872407      0.99652356    0.0028353748      0.00000      0.00000
      -1.4700676       1.0018085    0.0028876195      0.00000      0.00000
      -1.4528847       1.0068393    0.0028319409      0.00000      0.00000
      -1.4357223      0.98872970    0.0027497676      0.00000      0.00000
      -1.4185246      0.99834336    0.0028088765      0.00000      0.00000
      -1.4013444       1.0019135    0.0027655143      0.00000      0.00000
      -1.3841855       1.0024346    0.0028312594      0.00000      0.00000
      -1.3669997      0.99773464    0.0027416063      0.00000      0.00000
      -1.3498463       1.0040239    0.0026997584      0.00000      0.00000
      -1.3326628      0.99844457    0.0028215992      0.00000      0.00000
      -1.3154663      0.99923194    0.0027024033      0.00000      0.00000
      -1.2982878      0.99644771    0.0026806988      0.00000      0.00000
      -1.2811327      0.99191163    0.0027033984      0.00000      0.00000
      -1.2639686      0.99877157    0.0026532973      0.00000      0.00000
      -1.2468145      0.99832816    0.0026417403      0.00000      0.00000
      -1.2296646       1.0087525    0.0027748517      0.00000      0.00000
      -1.2125125       1.0045326    0.0026863177      0.00000      0.00000
      -1.1953755       1.0120319    0.0027142159      0.00000      0.00000
      -1.1782241       1.0014878    0.0026881553      0.00000      0.00000
      -1.1610706      0.99962080    0.0026979687      0.00000      0.00000
      -1.1439169       1.0011475    0.0027486578      0.00000      0.00000
      -1.1267321      0.99665293    0.0027194532      0.00000      0.00000
      -1.1095584       1.0054686    0.0027641404      0.00000      0.00000
      -1.0924102       1.0012232    0.0027740938      0.00000      0.00000
      -1.0752579       1.0032269    0.0027433462      0.00000      0.00000
      -1.0580962       1.0026561    0.0027116761      0.00000      0.00000
      -1.0409426      0.99645271    0.0026231734      0.00000      0.00000
      -1.0066325      0.99697525    0.0026037337      0.00000      0.00000
     -0.98947485       1.0022399    0.0027501772      0.00000      0.00000
     -0.97231195      0.99487175    0.0026657649      0.00000      0.00000
     -0.95515907      0.99976020    0.0027157418      0.00000      0.00000
     -0.93798331       1.0059877    0.0027265596      0.00000      0.00000
     -0.92082277      0.99299866    0.0026207715      0.00000      0.00000
     -0.90363025       1.0020479    0.0026479329      0.00000      0.00000
     -0.88647098       1.0082667    0.0027491053      0.00000      0.00000
     -0.86930338       1.0069033    0.0028218330      0.00000      0.00000
     -0.85214707       1.0118576    0.0027899582      0.00000      0.00000
     -0.83499177      0.99801771    0.0027327026      0.00000      0.00000
     -0.81781283      0.99621379    0.0026928953      0.00000      0.00000
     -0.80065585      0.99996359    0.0026892975      0.00000      0.00000
     -0.78350712       1.0096901    0.0028037055      0.00000      0.00000
     -0.76631989       1.0024951    0.0028212226      0.00000      0.00000
     -0.74916646      0.99423918    0.0026248034      0.00000      0.00000
     -0.73201772       1.0091272    0.0027001477      0.00000      0.00000
     -0.71485827      0.99708399    0.0026364423      0.00000      0.00000
     -0.69768679      0.99065673    0.0026560180      0.00000      0.00000
     -0.68053768       1.0025245    0.0027240724      0.00000      0.00000
     -0.66338503       1.0106864    0.0027488680      0.00000      0.00000
     -0.64623282       1.0099093    0.0027768465      0.00000      0.00000
     -0.62907667       1.0035082    0.0028016150      0.00000      0.00000
     -0.61190716      0.99631607    0.0027643256      0.00000      0.00000
     -0.59474967       1.0011619    0.0026830061      0.00000      0.00000
     -0.57759460      0.99782146    0.0026757526      0.00000      0.00000
     -0.56041372       1.0027624    0.0026911781      0.00000      0.00000
     -0.54326313       1.0126236    0.0027347430      0.00000      0.00000
     -0.52607189       1.0048798    0.0026405277      0.00000      0.00000
     -0.50891352       1.0017097    0.0025935685      0.00000      0.00000
     -0.49168405       1.0001286    0.0025937863      0.00000      0.00000
     -0.47451943       1.0075265    0.0027157106      0.00000      0.00000
     -0.45732503      0.98783659    0.0026340994      0.00000      0.00000
     -0.44017357      0.99640375    0.0026429411      0.00000      0.00000
     -0.42301279       1.0096700    0.0026741028      0.00000      0.00000
     -0.40583064      0.98965943    0.0025990381      0.00000      0.00000
     -0.38865100      0.99569748    0.0025716869      0.00000      0.00000
     -0.37149500       1.0065240    0.0026482906      0.00000      0.00000
     -0.35434107      0.99620313    0.0026013969      0.00000      0.00000
     -0.33717167       1.0053904    0.0026042022      0.00000      0.00000
     -0.32001138       1.0034405    0.0026031447      0.00000      0.00000
     -0.30285690       1.0043373    0.0026218627      0.00000      0.00000
     -0.28569942      0.99094695    0.0026083714      0.00000      0.00000
     -0.26853983      0.99649800    0.0026627551      0.00000      0.00000
     -0.25137686       1.0003775    0.0026113376      0.00000      0.00000
     -0.23421697       1.0036641    0.0025646611      0.00000      0.00000
     -0.21703383       1.0023000    0.0025496738      0.00000      0.00000
     -0.19983917      0.99415724    0.0025888394      0.00000      0.00000
     -0.18265923      0.99511336    0.0025634111      0.00000      0.00000
     -0.16550921       1.0042471    0.0025659445      0.00000      0.00000
     -0.14835759       1.0114372    0.0026246162      0.00000      0.00000
     -0.13120325       1.0010177    0.0025526671      0.00000      0.00000
     -0.11404668      0.99710921    0.0025023596      0.00000      0.00000
